# Data for the SLOC line graph
#
# The SLOC value should not include code from extra.*
#
2017-09-16, 0
2017-10-21, 569
2017-10-29, 748
2017-11-06, 1014
2017-11-09, 1248
2017-11-16, 1507
2017-11-17, 1678
2017-12-02, 1915
2017-12-14, 2277
2018-01-06, 2292
2018-06-03, 2290
2018-06-21, 2644
2018-09-10, 3058
2018-09-22, 3192
2018-11-05, 3623
